1 13188.782977 13168.493963
2 12964.826519 13155.465027
4 13146.456471 13187.457631
8 13124.60061 13137.20915
16 13244.681292 13196.78517
32 13125.151752 13217.376467
64 13183.263581 13217.478712
128 13105.949852 13160.28617
256 13116.036142 13115.080705
512 13168.321152 13156.217338
1024 13157.914703 13128.706598
