0 1498380587 4917 39279.9204811 0 2671634
15 1498380602 5136 51744.1931042 0 2645107
30 1498380617 6175 32625.4230471 0 2484050
45 1498380632 6222 34434.5376766 0 2631327
60 1498380647 6337 34724.1208672 0 2681526
75 1498380662 7709 1611.45927656 607 27466
90 1498380677 6199 34387.1202487 0 2627339
105 1498380692 7537 1720.9979663 589 23068
120 1498380707 6273 32857.9655031 0 2534064
135 1498380722 7476 1815.90087835 581 28353
150 1498380737 7475 1785.87765538 574 41644
165 1498380752 5665 52969.961733 0 3864148
180 1498380767 7974 1583.82795783 596 34235
195 1498380782 7748 1648.30306679 596 25908
210 1498380797 7380 1966.48417232 615 125795
225 1498380812 7808 1647.63163359 600 25649
240 1498380827 3635 116318.988394 0 6799351
255 1498380842 7942 1570.51965922 600 30941
270 1498380857 7294 2344.08446947 598 124533
285 1498380872 7708 1661.79180405 599 25680
300 1498380887 7195 1947.5566744 605 66992
315 1498380902 7761 1640.21736364 594 31155
330 1498380917 7083 2061.20959633 588 90847
345 1498380932 7606 1693.72518432 597 34944
360 1498380947 6055 1710.73960614 0 24208
375 1498380962 7681 37626.0235343 613 3199193
390 1498380977 7851 1659.73521985 584 30169
405 1498380992 7716 1656.62367483 594 26921
420 1498381007 7932 1624.21827351 595 25880
435 1498381022 7699 1685.71883777 601 43646
450 1498381037 7659 1736.14486723 603 30955
465 1498381052 7686 1685.9985172 604 33326
480 1498381067 7994 1612.12127335 600 28401
495 1498381082 7388 5175.84138088 615 414847
510 1498381097 7662 1653.66078747 587 26301
525 1498381112 4170 90832.7044516 0 5681921
540 1498381127 7609 1650.80646958 604 41434
555 1498381142 7189 1909.34229514 593 25989
570 1498381157 7361 1677.74610713 602 21625
585 1498381172 7206 1917.63082996 566 43394
600 1498381187 7584 1671.97458115 593 28272
615 1498381202 7663 1816.09856561 599 24493
630 1498381217 7919 1556.4915676 596 23041
645 1498381232 7998 1623.9910714 592 37445
660 1498381247 7604 1690.22424548 603 25298
675 1498381262 7994 1584.04766342 593 27013
690 1498381277 5234 1783.75194464 0 23078
705 1498381292 7407 62675.2691019 0 5226771
720 1498381307 8107 1589.47412687 584 38443
735 1498381322 7502 3891.01117963 607 304490
750 1498381337 7739 1708.36003231 593 31556
765 1498381352 7077 4247.98140297 588 328470
780 1498381367 7690 1668.17924696 590 23975
795 1498381382 7084 3102.58311734 608 184622
810 1498381397 7321 1790.33320921 582 30305
825 1498381412 7143 2216.1651563 605 78204
840 1498381427 7772 1682.46545284 598 32368
855 1498381442 5628 1801.81047838 0 31927
870 1498381457 6697 71168.9354213 0 5644824
885 1498381472 7986 1591.95100427 606 22767
900 1498381487 7571 1724.73389252 594 34822
915 1498381502 7955 1609.81303262 604 30682
930 1498381517 7274 2180.36074997 608 109987
945 1498381532 7648 1724.21286389 577 25396
960 1498381547 7237 1905.44929085 599 49747
975 1498381562 7670 1648.13257962 592 31304
990 1498381577 7156 1889.87803839 601 37406
1005 1498381592 7150 1799.07059339 581 33459
1020 1498381607 5993 32832.8991562 0 2455521
1035 1498381622 7865 1571.38855793 611 30941
1050 1498381637 7878 1643.58936477 593 25341
1065 1498381652 7709 1667.35838979 602 37268
1080 1498381667 8002 1591.07196569 606 27547
1095 1498381682 7606 1727.95023076 607 36303
1110 1498381697 7669 1662.07881883 592 23812
1125 1498381712 7450 1769.86016397 614 32682
1140 1498381727 7904 1592.21198337 598 24135
1155 1498381742 7513 1714.90262114 607 28002
1170 1498381757 7693 1689.71506474 596 32059
1185 1498381772 6050 2590.90814195 0 156407
1200 1498381787 6701 54956.8362899 0 4362331
1215 1498381802 7343 2080.66720068 578 89680
