1 16893.987686 16546.080854
2 16266.187041 16237.284799
4 17009.160697 16811.706116
8 17336.86115 17154.54388
16 17304.390723 17247.297644
32 17361.921647 17232.801542
64 17466.659503 17136.442207
128 17367.277827 16925.598698
256 17423.457512 17244.277851
512 17298.860114 17192.631613
1024 17419.594231 17233.785885
