1 608.168118 624.352699
2 595.670865 629.825447
4 585.325788 619.084344
8 481.914051 618.338084
16 655.7091 506.031877
32 657.267022 681.530323
64 642.849384 675.397144
128 621.108667 656.703716
256 485.756683 633.270705
512 668.552913 503.248085
1024 662.235987 687.48874
